company name,company description,website url,linkedin url,careers page url,job listings page url,job post1 url,job post1 title,job post2 url,job post2 title,job post3 url,job post3 title
Environmental Resources Management,"Strategic consultancy accelerating global sustainability, enabling low-carbon futures and advancing ESG priorities worldwide.",https://www.erm.com,https://uk.linkedin.com/company/erm,https://www.erm.com/careers/,https://erm.wd3.myworkdayjobs.com/ERM_Careers, https://erm.wd3.myworkdayjobs.com/ERM_Careers/job/Madrid-Spain/Coordinador-Seguridad-y-Salud-en-Obra---H-S-Construction-Coordinator_R00027468-1/apply, Coordinador Seguridad y Salud en Obra / H&S Construction Coordinator-madrid spain, https://erm.wd3.myworkdayjobs.com/ERM_Careers/job/Holland-Michigan/Managing-Consultant--Environmental-Compliance-Consultant-Project-Manager--Senior-Level-_R00027088/apply, Managing Consultant Environmental Compliance Consultant/Project Manager(Holland-Michigan),https://erm.wd3.myworkdayjobs.com/ERM_Careers/job/Madrid-Spain/Manager-en-seguridad-y-salud-Construccin-H-S-Manager-Construction_R00027263/apply, Manager en seguridad y salud Construcción/H&S Manager Construction (Madrid-spain)
Emitwise,"Our mission is to accelerate the world’s transition to net zero carbon, but we need to move quickly.",https://emitwise.com,https://uk.linkedin.com/company/emitwise,https://emitwise.com/careers/,https://jobs.lever.co/emitwise,,,,,,
Vattenfall,Pioneering fossil-free energy for a sustainable future.,https://group.vattenfall.com,https://se.linkedin.com/company/vattenfall,https://careers.vattenfall.com/,https://careers.smartrecruiters.com/vattenfall?search=&page=0&location=Berlin%2C%20DE,,,,,,
EcoVadis,Empowering companies with actionable insights to improve sustainability and reduce environmental impact.,https://ecovadis.com,https://www.linkedin.com/company/ecovadis,https://ecovadis.com/careers/?,https://careers.smartrecruiters.com/ecovadis,,,,,,
Fastmarkets Ltd,"Empowering strategic decisions with market insights and networking in volatile, opaque markets.",https://www.fastmarkets.com,https://uk.linkedin.com/company/fastmarkets,https://www.fastmarkets.com/about-us/careers/,https://careers.smartrecruiters.com/fastmarkets?search=&page=0&department=11787008,,,,,,
Grid Edge,"AI-driven solutions for energy optimization, transforming buildings into smart, sustainable participants in the energy system.",https://gridedge.ai,https://uk.linkedin.com/company/grid-edge,https://www.hitachienergy.com/careers/open-jobs/open-positions-grid-edge-solutions-in-europe,https://www.indeed.com/q-grid-edge-engineer-jobs.html, https://careers.gevernova.com/global/en/job/R5011064/Machine-Learning-Engineer-AI-for-Grid-Innovation-Energy-Transition-Energy-Sector-Experience-Required?utm_source=indeed&utm_medium=phenom-feeds, Machine Learning Engineer – AI for Grid Innovation & Energy Transition (Energy Sector Experience Required), https://careers.gevernova.com/global/en/job/R5011062/Data-Scientist-Grid-Innovation-Model-Development-Energy-Sector-Experience-Required?utm_source=indeed&utm_medium=phenom-feeds, Data Scientist – Grid Innovation Model Development (Energy Sector Experience Required), https://careers.gevernova.com/global/en/job/R5016786/Test-Trials-Engineer?utm_source=indeed&utm_medium=phenom-feeds, Test & Trials Engineer-Leicester
One • fıve,"Circular, cleaner, tailor-made packaging to reduce consumer goods industry’s environmental impact.",https://www.one-five.com,https://de.linkedin.com/company/one-five-com,https://careers.revent.vc/jobs/one-five,https://careers.revent.vc/jobs/one-five,,,,,,
Flower ⚡,"Powering renewable efficiency with software for flexible, sustainable energy systems.",https://www.flower.se,https://www.linkedin.com/company/flowertechnologies/,https://careers.flowersfoods.com/,https://www.linkedin.com/jobs/flower-%E2%9A%A1-jobs-worldwide,https://www.linkedin.com/jobs/view/cultivator-nature-s-of-log-lane-at-natures-herbs-4277949282?position=1&pageNum=0&refId=Zxe%2BzIHI1aHHYPwoPRFAjg%3D%3D&trackingId=DucR2qnBzyQdWbw9zzw%2FWQ%3D%3D,Cultivator - Nature's of Log Lane — ,https://www.linkedin.com/jobs/view/cultivator-nature-s-of-sedgwick-at-natures-herbs-4279768256?position=2&pageNum=0&refId=Zxe%2BzIHI1aHHYPwoPRFAjg%3D%3D&trackingId=wCBn8jrAvl3JUH%2Bu97QVhQ%3D%3D,Cultivator - Nature's of Sedgwick — ,https://www.linkedin.com/jobs/view/harvester-at-710-labs-4277872352?position=3&pageNum=0&refId=Zxe%2BzIHI1aHHYPwoPRFAjg%3D%3D&trackingId=6POhwpmp2IQb89Wm3pdaSg%3D%3D, Harvester 
Beam,Beam helps accelerate the transition to renewable energy focusing on offshore wind,https://shopbeam.com,https://uk.linkedin.com/company/wearebeam,https://careers.beam.org/jobs,https://www.indeed.com/q-beam-jobs.html, https://jobs.ashbyhq.com/beam-up/ed06e6e5-15e4-4d26-b50c-6b147c0fe2bf, Lead product engineer-London, https://jobs.ashbyhq.com/beam-up/245761bc-6aa3-4010-9920-ff40971e63a7, Head of applied AI-London, https://jobs.ashbyhq.com/beam-up/20854980-29c2-47f4-b7ea-d90740819da7, Senior product manager London Hybrid
PVcase,Revolutionizing solar design to maximize yield and reduce carbon footprints globally.,https://pvcase.com,https://lt.linkedin.com/company/pvcase,https://pvcase.com/blog/8-exciting-career-possibilities-in-renewable-energy,https://recruitee.com,,,,,,
Vertical Aerospace,"Revolutionizing personal air travel with on-demand, carbon-free aircraft.",https://vertical-aerospace.com,https://uk.linkedin.com/company/vertical-aerospace-ltd,https://vertical-aerospace.com/careers/,https://www.linkedin.com/jobs/vertical-aerospace-jobs-worldwide,https://uk.linkedin.com/jobs/view/head-of-modelling-simulation-at-vertical-aerospace-4253127210?position=1&pageNum=0&refId=7lLOPy8%2FRGTwxOuNOvt4uw%3D%3D&trackingId=dHEeNI60yxf4udxFTsuCYA%3D%3D,"Head of Modelling & Simulation,https://uk.linkedin.com/jobs/view/battery-manufacturing-engineer-industrialisation-at-vertical-aerospace-4248309389?position=2&pageNum=0&refId=7lLOPy8%2FRGTwxOuNOvt4uw%3D%3D&trackingId=8IoZD0H783O5MLoi6D2i7w%3D%3D,Battery Manufacturing Engineer- Industrialisation ",https://uk.linkedin.com/jobs/view/technical-project-coordinator-at-vertical-aerospace-4280913122?position=3&pageNum=0&refId=7lLOPy8%2FRGTwxOuNOvt4uw%3D%3D&trackingId=bCJmknVk4IXY6Im%2BwFBeug%3D%3D,Technical Project Coordinator,,
AMPECO,Accelerating global EV charging infrastructure for a sustainable future.,https://www.ampeco.com,https://bg.linkedin.com/company/ampeco,https://www.ampeco.com/us/careers/,https://jobs.lever.co/ampeco-global/a7644e8d-2822-4a85-ab1a-414c32b16cba,,,,,,
Einride,"Revolutionizing freight transport to be emission-free, safe, and sustainable.",https://www.einride.tech,https://www.linkedin.com/company/einride,https://careers.einride.tech/,https://www.linkedin.com/jobs/einride-jobs-worldwide,https://www.linkedin.com/jobs/view/director-solutions-us-at-einride-4278723697?position=1&pageNum=0&refId=kNBnxfFpGoRwt4FkwPKQVQ%3D%3D&trackingId=HC%2BBvhQ5aAkeKa0eNqwE4g%3D%3D,"Director Solutions, US — ",https://se.linkedin.com/jobs/view/global-category-director-at-einride-4278730136?position=2&pageNum=0&refId=kNBnxfFpGoRwt4FkwPKQVQ%3D%3D&trackingId=TgDosNAr29P3lafZV5xSbA%3D%3D,Global Category Director — ,https://se.linkedin.com/jobs/view/product-manager-at-einride-4278722933?position=3&pageNum=0&refId=kNBnxfFpGoRwt4FkwPKQVQ%3D%3D&trackingId=oxKJuDeVuGESiETtVMAERw%3D%3D,Product Manager 
Climate Analytics Inc.,"Driving climate action through science, policy support, and global policy analysis.",https://climateanalytics.org,https://www.linkedin.com/company/climate-analytics,https://climateanalytics.org/about-us/work-with-us,"https://www.indeed.com/q-climate-analytics-l-new-york,-ny-jobs.html",,,,,,
National Park City Foundation,"Transforming urban areas into greener, healthier, and wilder National Park Cities.",https://www.nationalparkcity.org,https://www.linkedin.com/company/national-park-city-foundation,https://www.nationalparks.org/careers,https://www.ziprecruiter.com/co/National-Park-Foundation/Jobs,,,,,,
OVO Energy,"Making energy cheaper, greener, and simpler for a sustainable future.",https://www.ovoenergy.com,https://uk.linkedin.com/company/ovoenergy,https://careers.ovo.com/,https://www.ovoenergy.com/careers,,,,,,
Pivotal Future,Building a future-ready economy balancing business growth with positive environmental impact.,https://www.pivotal.earth,https://uk.linkedin.com/company/pivotalfuture,https://www.conservation-careers.com/company/Pivotal%20Future%20Ltd/,https://jobs.aenu.com/jobs/pivotal-future,,,,,,
Ecoworks,"Revolutionizing multi-family housing with rapid, eco-friendly modernizations through pre-fabrication and efficient energy systems.",https://www.ecoworksct.org,https://www.linkedin.com/company/ecoworks-studio,https://www.ecoworks.sg/careers,https://job-boards.greenhouse.io/ecoworks/jobs/4603162101,,,,,,
ICAP Energy AS,Driving sustainable markets with innovative energy and commodities brokering.,https://icap.com,https://www.linkedin.com/company/icap-energy,https://tpicap.com/tpicap/careers,https://tp.wd3.myworkdayjobs.com/en-US/TP-ICAP/job/Listed-Derivatives-Business-Manager_R4009, https://tp.wd3.myworkdayjobs.com/TP-ICAP/job/London/Futures-and-Options-Sales-Trader_R4137, Futures and Options Sales Trader (UK - 135 Bishopsgate - London), https://tp.wd3.myworkdayjobs.com/TP-ICAP/job/London/Close---Reporting---Global-Process-Owner_R3809/apply, Close & Reporting - Global Process Owner UK, https://tp.wd3.myworkdayjobs.com/TP-ICAP/job/Tokyo/Trade-Management-Analyst_R4134/apply, Trade Management Analyst (Japan - Akasaka Minato-ku - Tokyo)
Freudenberg,Tailor-made emission-neutral energy systems for sustainable heavy-duty e-mobility.,https://www.freudenberg.com,https://www.linkedin.com/company/freudenberg-group/,https://www.freudenberg.com/en/careers/why-freudenberg,https://freudenberg.wd3.myworkdayjobs.com/freudenberg-group,https://freudenberg.wd3.myworkdayjobs.com/freudenberg-group/job/Saudi-Arabia---Remote/FHCS-Merchandiser-Khamis-Mushait_R_00089929/apply, FHCS Merchandiser Khamis Mushait Saudi Arabia-Remote, https://freudenberg.wd3.myworkdayjobs.com/freudenberg-group/job/Jess-Mara/Maintenance-Technician-VITECHMEX_R_00090431, Maintenance Technician VITECHMEX (Jesus Maria), https://freudenberg.wd3.myworkdayjobs.com/freudenberg-group/job/Pasadena-TX/Assembler_R_00090376, Assembler (Pasadena-TX)
TÜV SÜD America,Enabling safer technology to protect the environment and ensure a sustainable future.,https://www.tuvsud.com,https://www.linkedin.com/company/tuvsud,https://www.tuvsud.com/en-us/careers,https://www.indeed.com/q-t%C3%BCv-s%C3%BCd-america-jobs.html, https://www.indeed.com/q-t%C3%BCv-s%C3%BCd-america-jobs.html?vjk=307de255c8135f7e, Junior EMC Engineer-Alpharetta GA, https://www.indeed.com/q-t%C3%BCv-s%C3%BCd-america-jobs.html?vjk=52879a2db21369fe, Junior Product Safety Engineer Alpharetta GA, https://www.indeed.com/q-t%C3%BCv-s%C3%BCd-america-jobs.html?vjk=8508515373558311, Field Evaluation Engineer Hazardous Locations (Remote)
Wartsila,Innovative tech and services advancing global decarbonization and sustainability.,https://www.wartsila.com,https://www.linkedin.com/company/wartsila,https://www.wartsila.com/careers,https://www.wartsila.com/careers,,,,,,
AFRY Management Consulting,"Accelerating sustainable change across energy, bioindustry, infrastructure, and mobility globally.",https://afry.com,https://www.linkedin.com/company/afry,https://afry.com/en/join-us/get-know-us/careers-afry-management-consulting,https://www.linkedin.com/company/afry/jobs,https://ch.linkedin.com/jobs/view/einstieg-als-projektingenieur-in-wasserkraft-und-tragwerksplanung-80-100%25-z%C3%BCrich-at-afry-4214752692?refId=wjqmMQENvCAJ5C%2Fo5Fjh%2BA%3D%3D&trackingId=JGKm80OGlvLuqLQcfa7UYw%3D%3D,Einstieg als Projektingenieur:in Wasserkraft und Tragwerksplanung 80-100% - Zürich — ,https://de.linkedin.com/jobs/view/bauzeichner-in-konstrukteur-in-schwerpunkt-siedlungswasserwirtschaft-mensch-at-afry-4157792533?refId=wjqmMQENvCAJ5C%2Fo5Fjh%2BA%3D%3D&trackingId=caa3N1ChXVKM4s8ffipEPA%3D%3D,Bauzeichner:in / Konstrukteur:in - Schwerpunkt Siedlungswasserwirtschaft (Mensch*) — ,https://nl.linkedin.com/jobs/view/lead-principal-senior-electrical-automation-and-instrumentation-engineer-at-afry-4157303881?refId=wjqmMQENvCAJ5C%2Fo5Fjh%2BA%3D%3D&trackingId=tMEm%2FV73Vd%2B2007EKF9m%2Bg%3D%3D,Lead (Principal/Senior) Electrical-Automation and Instrumentation Engineer — 
Samsara Eco,"Innovative enzymatic tech enables endless recycling of plastics, reducing waste and conserving resources.",https://www.samsaraeco.com,https://au.linkedin.com/company/samsara-eco,https://www.samsaraeco.com/work-with-us/,https://www.samsaraeco.com/work-with-us/,,,,,,
Aerobotics,Optimizing crop performance globally with aerial imagery to enhance farming sustainability.,https://aerobotics.com,https://www.linkedin.com/company/aerobotics,https://aerobotics.com/careers,https://aerobotics.bamboohr.com/careers/70,,,,,,
Aggreko,Innovative energy solutions reducing environmental impact globally.,https://www.aggreko.com,https://uk.linkedin.com/company/aggreko,https://careers.aggreko.com/na/en-us,https://aggreko.wd3.myworkdayjobs.com/en-US/Aggreko_Careers_1, https://aggreko.wd3.myworkdayjobs.com/Aggreko_Careers_1/job/Dubai-UAE/Audit-Associate_JR16261, Audit Associate Dubai UAE, https://aggreko.wd3.myworkdayjobs.com/Aggreko_Careers_1/job/New-Iberia-LA/Afterhours-Logistics-Coordinator-2_JR17039, Afterhours Logistics Coordinator 2(New Iberia LA), https://aggreko.wd3.myworkdayjobs.com/Aggreko_Careers_1/job/Mexico-City/Tecnico-III_JR16217-2, Tecnico III Mexico city
Aliaxis,Supporting water and clean energy with innovative pipes and fittings,https://aliaxis.com,https://be.linkedin.com/company/aliaxis,https://aliaxis.com/careers/,https://aliaxis.wd3.myworkdayjobs.com/Aliaxis_APAC,https://aliaxis.wd3.myworkdayjobs.com/Aliaxis_APAC/job/AUS-QLD---Toowoomba/Drain-Coil-Extrusion-Operator_R-48970, Extrusion Operator AUS QLD - Toowoomba, https://aliaxis.wd3.myworkdayjobs.com/Aliaxis_APAC/job/AUS-VIC---Derrimut/Shift-Supervisor_R-52652-1, Shift Team Leader(AUS VIC - Derrimut), https://aliaxis.wd3.myworkdayjobs.com/Aliaxis_APAC/job/NZL-Auckland---32-Mahia-Road-Manurewa/Raw-Materials-Store-Person_R-51221, Raw Materials Store person NZL Auckland - 32 Mahia Road Manurew
Tomra,"Advanced systems optimizing resource recovery for a circular, waste-minimized economy.",https://www.tomra.com,https://www.linkedin.com/company/tomra,https://www.tomra.com/careers/vacant-positions,https://careers.smartrecruiters.com/Tomra,,,,,,
BlueLayer,"Empowering carbon project developers to drive removal, protect nature, and restore ecosystems efficiently.",https://bluelayer.com,https://de.linkedin.com/company/getbluelayer,https://www.blueally.com/careers/,https://jobs.pointnine.com/companies/bluelayer,,,,,,
Envelio,"Combat air pollution for a cleaner, healthier planet.",https://us.envelio.com,https://www.linkedin.com/company/envelioinc,https://envelio.com/career,https://envelio.jobs.personio.de/?language=en,https://envelio.jobs.personio.de/job/2172484?language=en,Project Engineer - Data Integration (all genders) - Permanent employee-Full-timeÂ·Cologne / Remote from GermanyÂ Cologne / Remote from Germany,https://envelio.jobs.personio.de/job/1577978?language=en,Team Lead Customer Data Integration (all genders) - Permanent employeeFull-timeÂ Cologne / Remote from GermanyÂ Cologne / Remote from Germany,https://envelio.jobs.personio.de/job/1116800?language=en,Backend Engineer Electrical Engineering (all genders) - Permanent employee-Full or part-timeÂ·Cologne / Remote from Germany Spain (Barcelona)Â·Cologne / Remote from Germany Spain (Barcelona)
ONYX Insight,"Predictive analytics to optimize wind energy, boosting production and minimizing downtime globally.",https://onyxinsight.com,https://uk.linkedin.com/company/onyx-insight,https://www.onyxsi.com/careers/,https://onyxinsight.com/company/current-opportunities/,,,,,,
Agreena,Minting carbon credits to incentivize regenerative farming for a greener future.,https://agreena.com,https://www.linkedin.com/company/agreena/,https://careers.agreena.com/,https://jobs.lever.co/agreena,,,,,,
Ofload,Optimizing freight to reduce emissions and create sustainable supply chains across Australia.,https://www.ofload.com.au,https://au.linkedin.com/company/ofload,https://www.ofload.com.au/careers,https://jobs.workable.com/company/ke2LwaW7ukZbtXb3T4bXXL/jobs-at-ofload,https://jobs.workable.com/view/vWbQ5zFjMVwi83teuUVJa9/hybrid-software-engineer-in-sydney-at-ofload,Software Engineer,https://jobs.workable.com/view/8f71HxJAnKYJf9t6qBktuF/hybrid-sales-operations-specialist-in-sydney-at-ofload,Sales Operations Specialist,https://jobs.workable.com/view/rHJLeN63uXzf9mauYfnxKa/hybrid-growth-%26-customer-success-manager-in-melbourne-at-ofload,Growth & Customer Success Manager
